ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-07-21,37.548598246110856,36.61789786301902,38.59089270263683,37.548598246110856,37.548598246110856,0.0020513237837625265,0.0020513237837625265,0.0020513237837625265,0.0020513237837625265,0.0020513237837625265,0.0020513237837625265,0.0,0.0,0.0,37.55064956989462
2023-07-27,37.56097941044902,36.6608521696347,38.63922849506642,37.56097941044902,37.56097941044902,0.08645416079982714,0.08645416079982714,0.08645416079982714,0.08645416079982714,0.08645416079982714,0.08645416079982714,0.0,0.0,0.0,37.64743357124885
2023-08-01,37.57129704739748,36.3071037428725,38.28600998036408,37.57129704739748,37.57129704739748,-0.29799880306909066,-0.29799880306909066,-0.29799880306909066,-0.29799880306909066,-0.29799880306909066,-0.29799880306909066,0.0,0.0,0.0,37.27329824432839
2023-08-03,37.57542410220773,36.63196304686876,38.58962433046212,37.57542410220773,37.57542410220773,0.08645416079955201,0.08645416079955201,0.08645416079955201,0.08645416079955201,0.08645416079955201,0.08645416079955201,0.0,0.0,0.0,37.66187826300728
2023-08-05,37.579551157017974,36.63867245913373,38.647010778243704,37.579551157017974,37.579551157017974,0.09856749251349702,0.09856749251349702,0.09856749251349702,0.09856749251349702,0.09856749251349702,0.09856749251349702,0.0,0.0,0.0,37.67811864953147
2023-08-10,37.58986867971712,36.67518685930973,38.59327789733371,37.58986867971712,37.58986867971712,0.0864541607997886,0.0864541607997886,0.0864541607997886,0.0864541607997886,0.0864541607997886,0.0864541607997886,0.0,0.0,0.0,37.67632284051691
2023-08-14,37.598122697876434,36.56511465504685,38.56738679303768,37.598122697876434,37.598122697876434,-0.018942517222877524,-0.018942517222877524,-0.018942517222877524,-0.018942517222877524,-0.018942517222877524,-0.018942517222877524,0.0,0.0,0.0,37.57918018065356
2023-08-20,37.61050372511541,37.01696674331967,38.91339251454619,37.61050372511541,37.61050372511541,0.33370001935711785,0.33370001935711785,0.33370001935711785,0.33370001935711785,0.33370001935711785,0.33370001935711785,0.0,0.0,0.0,37.944203744472524
2023-08-24,37.61867537102857,36.72712962998889,38.662576693995575,37.61867537102857,37.61867537102857,0.08645416080000592,0.08645416080000592,0.08645416080000592,0.08645416080000592,0.08645416080000592,0.08645416080000592,0.0,0.0,0.0,37.705129531828575
2023-08-30,37.63093283989832,36.42494536084062,38.34830464395202,37.63093283989832,37.63093283989832,-0.20383167616264208,-0.20383167616264208,-0.20383167616264208,-0.20383167616264208,-0.20383167616264208,-0.20383167616264208,0.0,0.0,0.0,37.42710116373568
2023-09-06,37.645233220246354,36.445641693044976,38.426134131497165,37.645233220246354,37.645233220246354,-0.203831676162356,-0.203831676162356,-0.203831676162356,-0.203831676162356,-0.203831676162356,-0.203831676162356,0.0,0.0,0.0,37.441401544083995
2023-09-21,37.67550483903473,36.78961498614074,38.721551456532566,37.67550483903473,37.67550483903473,0.08645416079997005,0.08645416079997005,0.08645416079997005,0.08645416079997005,0.08645416079997005,0.08645416079997005,0.0,0.0,0.0,37.7619589998347
2023-10-05,37.703758349903886,36.82848124755012,38.77028497979379,37.703758349903886,37.703758349903886,0.08645416079993151,0.08645416079993151,0.08645416079993151,0.08645416079993151,0.08645416079993151,0.08645416079993151,0.0,0.0,0.0,37.79021251070382
2023-10-08,37.70981267366156,37.04204514314956,39.07854387961553,37.70981267366156,37.70981267366156,0.33370001935723337,0.33370001935723337,0.33370001935723337,0.33370001935723337,0.33370001935723337,0.33370001935723337,0.0,0.0,0.0,38.04351269301879
2023-10-12,37.717740406315386,36.866875011430714,38.686940808363005,37.717740406315386,37.717740406315386,0.0864541608001681,0.0864541608001681,0.0864541608001681,0.0864541608001681,0.0864541608001681,0.0864541608001681,0.0,0.0,0.0,37.80419456711555
2023-10-15,37.72368620580575,37.071200829824114,39.02150661534807,37.72368620580575,37.72368620580575,0.3337000193570691,0.3337000193570691,0.3337000193570691,0.3337000193570691,0.3337000193570691,0.3337000193570691,0.0,0.0,0.0,38.057386225162816
2023-10-20,37.71219536791424,36.772624865847355,38.73754235115748,37.71219536791424,37.71219536791424,0.002051323783899702,0.002051323783899702,0.002051323783899702,0.002051323783899702,0.002051323783899702,0.002051323783899702,0.0,0.0,0.0,37.71424669169814
2023-10-25,37.70070453002273,36.485819234158946,38.42354784749041,37.70070453002273,37.70070453002273,-0.2038316761622153,-0.2038316761622153,-0.2038316761622153,-0.2038316761622153,-0.2038316761622153,-0.2038316761622153,0.0,0.0,0.0,37.496872853860516
2023-10-28,37.693810027287824,36.82272940946475,38.84043567000239,37.693810027287824,37.693810027287824,0.09856749251375811,0.09856749251375811,0.09856749251375811,0.09856749251375811,0.09856749251375811,0.09856749251375811,0.0,0.0,0.0,37.79237751980158
2023-10-30,37.68901412380319,36.742240435303934,38.64124408467623,37.68901412380319,37.68901412380319,-0.018942517222826315,-0.018942517222826315,-0.018942517222826315,-0.018942517222826315,-0.018942517222826315,-0.018942517222826315,0.0,0.0,0.0,37.670071606580365
2023-10-31,37.68661617206088,36.36289475503214,38.3814752439444,37.68661617206088,37.68661617206088,-0.29799880306880816,-0.29799880306880816,-0.29799880306880816,-0.29799880306880816,-0.29799880306880816,-0.29799880306880816,0.0,0.0,0.0,37.38861736899207
